Outcomes Data Alltime User ID,Outcomes Data Alltime Intake response date Date
243224,2018-10-11
246098,2018-10-11
245951,2018-10-11
246097,2018-10-11
246023,2018-10-11
246042,2018-10-11
246086,2018-10-11
246066,2018-10-11
246051,2018-10-11
246021,2018-10-11
246107,2018-10-11
245680,2018-10-11
245969,2018-10-11
246084,2018-10-11
243574,2018-10-12
236253,2018-10-12
246152,2018-10-12
246116,2018-10-12
246040,2018-10-12
245838,2018-10-12
243837,2018-10-12
246035,2018-10-12
238712,2018-10-12
246144,2018-10-12
245878,2018-10-12
246164,2018-10-13
246163,2018-10-13
245660,2018-10-13
246169,2018-10-13
244083,2018-10-13
245224,2018-10-13
245522,2018-10-13
246122,2018-10-13
246044,2018-10-13
244057,2018-10-13
246174,2018-10-13
246178,2018-10-14
246201,2018-10-14
246207,2018-10-14
246213,2018-10-14
246188,2018-10-14
241998,2018-10-15
246281,2018-10-15
246216,2018-10-15
246243,2018-10-15
246266,2018-10-15
245820,2018-10-15
246219,2018-10-15
246225,2018-10-15
245735,2018-10-15
246232,2018-10-15
246254,2018-10-15
243584,2018-10-15
246241,2018-10-15
245620,2018-10-15
246180,2018-10-15
246222,2018-10-15
246208,2018-10-15
246184,2018-10-15
246218,2018-10-15
245426,2018-10-15
246046,2018-10-15
231978,2018-10-15
245514,2018-10-15
234376,2018-10-15
245287,2018-10-16
246327,2018-10-16
246343,2018-10-16
246299,2018-10-16
246295,2018-10-16
246311,2018-10-16
246293,2018-10-16
246334,2018-10-16
246333,2018-10-16
239061,2018-10-16
241034,2018-10-17
231952,2018-10-17
246381,2018-10-17
246382,2018-10-17
246337,2018-10-17
246405,2018-10-17
246420,2018-10-17
246387,2018-10-17
241761,2018-10-17
243847,2018-10-17
246376,2018-10-17
246361,2018-10-17
246250,2018-10-17
246380,2018-10-17
245081,2018-10-17
246373,2018-10-17
246436,2018-10-18
246416,2018-10-18
246421,2018-10-18
243962,2018-10-18
246454,2018-10-18
246379,2018-10-18
246465,2018-10-18
246513,2018-10-19
246371,2018-10-19
246499,2018-10-19
246490,2018-10-19
246505,2018-10-19
246495,2018-10-19
245041,2018-10-19
246500,2018-10-19
243643,2018-10-20
246538,2018-10-20
242608,2018-10-20
246536,2018-10-20
246531,2018-10-21
246548,2018-10-21
241659,2018-10-21
245978,2018-10-21
246629,2018-10-22
245687,2018-10-22
246614,2018-10-22
246602,2018-10-22
246615,2018-10-22
240549,2018-10-22
245860,2018-10-22
245617,2018-10-22
245983,2018-10-22
245508,2018-10-22
246623,2018-10-22
246230,2018-10-22
244045,2018-10-23
246664,2018-10-23
246612,2018-10-23
246607,2018-10-23
242994,2018-10-23
224550,2018-10-23
246475,2018-10-23
243600,2018-10-23
235515,2018-10-23
244050,2018-10-23
246323,2018-10-23
246656,2018-10-23
246668,2018-10-23
246669,2018-10-23
246647,2018-10-23
246428,2018-10-23
246253,2018-10-23
246695,2018-10-24
246728,2018-10-24
243225,2018-10-24
246734,2018-10-24
246713,2018-10-24
246714,2018-10-24
245418,2018-10-24
246767,2018-10-25
246741,2018-10-25
246748,2018-10-25
243653,2018-10-25
242560,2018-10-25
246784,2018-10-25
246766,2018-10-25
246238,2018-10-25
246780,2018-10-25
246768,2018-10-25
245145,2018-10-25
246776,2018-10-25
246808,2018-10-26
246814,2018-10-26
246809,2018-10-26
246792,2018-10-26
246763,2018-10-26
245196,2018-10-26
246796,2018-10-26
246821,2018-10-26
241214,2018-10-27
245636,2018-10-27
246851,2018-10-27
246887,2018-10-28
246885,2018-10-28
245614,2018-10-28
246886,2018-10-28
246891,2018-10-28
245790,2018-10-28
246790,2018-10-28
246711,2018-10-28
246937,2018-10-29
246865,2018-10-29
246927,2018-10-29
246949,2018-10-29
245362,2018-10-29
246786,2018-10-29
246930,2018-10-29
247020,2018-10-30
246106,2018-10-30
246873,2018-10-30
246984,2018-10-30
246837,2018-10-30
246982,2018-10-30
242195,2018-10-30
247000,2018-10-30
246980,2018-10-30
246785,2018-10-30
246952,2018-10-30
243793,2018-10-30
244142,2018-10-31
242499,2018-10-31
247049,2018-10-31
247053,2018-10-31
246146,2018-10-31
247019,2018-10-31
247075,2018-11-01
247108,2018-11-01
247080,2018-11-01
231023,2018-11-01
247059,2018-11-01
246909,2018-11-01
247112,2018-11-01
247076,2018-11-01
247100,2018-11-01
246596,2018-11-01
246558,2018-11-01
247140,2018-11-02
244991,2018-11-02
244602,2018-11-02
247127,2018-11-02
245272,2018-11-02
247150,2018-11-02
247144,2018-11-02
239440,2018-11-02
247037,2018-11-03
247185,2018-11-03
246964,2018-11-03
247190,2018-11-03
247210,2018-11-03
246609,2018-11-04
247213,2018-11-04
247239,2018-11-04
247238,2018-11-04
246899,2018-11-04
239056,2018-11-04
247220,2018-11-04
246052,2018-11-04
246988,2018-11-05
247230,2018-11-05
247286,2018-11-05
247074,2018-11-05
244020,2018-11-05
247248,2018-11-05
247233,2018-11-05
247175,2018-11-05
245903,2018-11-05
246564,2018-11-05
247302,2018-11-05
247273,2018-11-05
247296,2018-11-05
233929,2018-11-05
247181,2018-11-05
243526,2018-11-05
247297,2018-11-05
246618,2018-11-05
247272,2018-11-05
246315,2018-11-06
247131,2018-11-06
247368,2018-11-06
247277,2018-11-06
247354,2018-11-06
243816,2018-11-06
245478,2018-11-06
247243,2018-11-06
247269,2018-11-06
247340,2018-11-06
247310,2018-11-06
247331,2018-11-06
247355,2018-11-06
246455,2018-11-07
247376,2018-11-07
231283,2018-11-07
247341,2018-11-07
247426,2018-11-07
247415,2018-11-07
247378,2018-11-07
244941,2018-11-07
247434,2018-11-07
229040,2018-11-07
247409,2018-11-07
243067,2018-11-07
247432,2018-11-07
247423,2018-11-07
247460,2018-11-08
247241,2018-11-08
247449,2018-11-08
247495,2018-11-08
246450,2018-11-08
247448,2018-11-08
245268,2018-11-08
233788,2018-11-08
247498,2018-11-08
247385,2018-11-08
247004,2018-11-08
247492,2018-11-08
246088,2018-11-08
246948,2018-11-08
247494,2018-11-08
246280,2018-11-09
243140,2018-11-09
247519,2018-11-09
247266,2018-11-09
240969,2018-11-09
245392,2018-11-09
247535,2018-11-09
247461,2018-11-09
242579,2018-11-09
247256,2018-11-09
247556,2018-11-10
244636,2018-11-10
246048,2018-11-10
247549,2018-11-10
247493,2018-11-10
247544,2018-11-10
247601,2018-11-11
247569,2018-11-11
247587,2018-11-11
247594,2018-11-11
240739,2018-11-11
243207,2018-11-11
247441,2018-11-11
245691,2018-11-11
247561,2018-11-11
247455,2018-11-12
247612,2018-11-12
247632,2018-11-12
244451,2018-11-12
247616,2018-11-12
247624,2018-11-12
247191,2018-11-12
247727,2018-11-12
247610,2018-11-12
247617,2018-11-12
247606,2018-11-12
245262,2018-11-12
241168,2018-11-12
243275,2018-11-12
245437,2018-11-12
247527,2018-11-13
241973,2018-11-13
245235,2018-11-13
247780,2018-11-13
241906,2018-11-13
247739,2018-11-13
245517,2018-11-13
247391,2018-11-13
247313,2018-11-13
245870,2018-11-13
247757,2018-11-13
236399,2018-11-13
247814,2018-11-14
247429,2018-11-14
247831,2018-11-14
247839,2018-11-14
245394,2018-11-14
247800,2018-11-14
247849,2018-11-14
247760,2018-11-14
247845,2018-11-14
247818,2018-11-14
247517,2018-11-14
247852,2018-11-14
247122,2018-11-14
247810,2018-11-14
246608,2018-11-14
247840,2018-11-14
247823,2018-11-14
247869,2018-11-15
247892,2018-11-15
247860,2018-11-15
247796,2018-11-15
247316,2018-11-15
247829,2018-11-15
247906,2018-11-15
247565,2018-11-15
247857,2018-11-15
247515,2018-11-15
247753,2018-11-15
247876,2018-11-15
239845,2018-11-16
243566,2018-11-16
247923,2018-11-16
247927,2018-11-16
247883,2018-11-16
247465,2018-11-16
247916,2018-11-16
247232,2018-11-17
247967,2018-11-17
247901,2018-11-17
247970,2018-11-17
247952,2018-11-17
247944,2018-11-17
247955,2018-11-18
248003,2018-11-18
248038,2018-11-19
245459,2018-11-19
242627,2018-11-19
242742,2018-11-19
248008,2018-11-19
248040,2018-11-19
248015,2018-11-19
248039,2018-11-19
248012,2018-11-19
248080,2018-11-19
248025,2018-11-19
248066,2018-11-19
248033,2018-11-19
243998,2018-11-20
248149,2018-11-20
246165,2018-11-20
247922,2018-11-20
248143,2018-11-20
248195,2018-11-20
248043,2018-11-20
248137,2018-11-20
248199,2018-11-20
248170,2018-11-20
248200,2018-11-20
247973,2018-11-21
248213,2018-11-21
248223,2018-11-21
248197,2018-11-21
248240,2018-11-21
248062,2018-11-21
248207,2018-11-21
248229,2018-11-21
247436,2018-11-21
246126,2018-11-22
248086,2018-11-22
247738,2018-11-22
248290,2018-11-23
248277,2018-11-23
241655,2018-11-23
245596,2018-11-23
248256,2018-11-24
236427,2018-11-24
248299,2018-11-24
247223,2018-11-25
246954,2018-11-25
243479,2018-11-25
248341,2018-11-25
248323,2018-11-25
248330,2018-11-25
245193,2018-11-25
248400,2018-11-26
248373,2018-11-26
248185,2018-11-26
248382,2018-11-26
248306,2018-11-26
248383,2018-11-26
248404,2018-11-26
247056,2018-11-26
247359,2018-11-26
248340,2018-11-26
244010,2018-11-26
248372,2018-11-26
238517,2018-11-26
248452,2018-11-27
248428,2018-11-27
248413,2018-11-27
248425,2018-11-27
231645,2018-11-27
247006,2018-11-27
248399,2018-11-27
248676,2018-11-28
248675,2018-11-28
248091,2018-11-28
248421,2018-11-28
248446,2018-11-28
248356,2018-11-28
248674,2018-11-28
248396,2018-11-28
248690,2018-11-28
248695,2018-11-28
248673,2018-11-28
243518,2018-11-29
240300,2018-11-29
248737,2018-11-29
248352,2018-11-29
245607,2018-11-29
248735,2018-11-29
248750,2018-11-30
248752,2018-11-30
246491,2018-11-30
248756,2018-11-30
248749,2018-11-30
247735,2018-11-30
248791,2018-12-01
248787,2018-12-01
246134,2018-12-02
243056,2018-12-02
248823,2018-12-02
248783,2018-12-02
242575,2018-12-02
248814,2018-12-02
243869,2018-12-02
248797,2018-12-02
246924,2018-12-02
248711,2018-12-03
244255,2018-12-03
248892,2018-12-03
246004,2018-12-03
248760,2018-12-03
248875,2018-12-03
232099,2018-12-03
248882,2018-12-03
248890,2018-12-03
242617,2018-12-03
248672,2018-12-03
248843,2018-12-03
241812,2018-12-03
248844,2018-12-03
248417,2018-12-04
248906,2018-12-04
248963,2018-12-04
242932,2018-12-04
248932,2018-12-04
248944,2018-12-04
236987,2018-12-04
248926,2018-12-04
248916,2018-12-04
247784,2018-12-04
248925,2018-12-04
248996,2018-12-05
249022,2018-12-05
248927,2018-12-05
248993,2018-12-05
249003,2018-12-05
248975,2018-12-05
242102,2018-12-05
240888,2018-12-05
248998,2018-12-05
248960,2018-12-05
247755,2018-12-05
246644,2018-12-05
248980,2018-12-05
248919,2018-12-05
249016,2018-12-05
249046,2018-12-06
249060,2018-12-06
249052,2018-12-06
249078,2018-12-06
249036,2018-12-06
249043,2018-12-06
249075,2018-12-06
242834,2018-12-06
248992,2018-12-06
248978,2018-12-07
249094,2018-12-07
249087,2018-12-07
249108,2018-12-07
248296,2018-12-07
249103,2018-12-07
249120,2018-12-07
249100,2018-12-07
249140,2018-12-07
246896,2018-12-08
247683,2018-12-08
249151,2018-12-08
236542,2018-12-08
248943,2018-12-08
244408,2018-12-08
249097,2018-12-08
246645,2018-12-08
249161,2018-12-08
249195,2018-12-09
249197,2018-12-09
249210,2018-12-09
249137,2018-12-09
249193,2018-12-09
249230,2018-12-10
249283,2018-12-10
249257,2018-12-10
249267,2018-12-10
249240,2018-12-10
249266,2018-12-10
249277,2018-12-10
249303,2018-12-10
249294,2018-12-10
249250,2018-12-10
249281,2018-12-10
249255,2018-12-10
249275,2018-12-10
249238,2018-12-10
247756,2018-12-10
249241,2018-12-11
249336,2018-12-11
249351,2018-12-11
249345,2018-12-11
249331,2018-12-11
249330,2018-12-11
249382,2018-12-11
249395,2018-12-11
249334,2018-12-11
249381,2018-12-11
249223,2018-12-11
249329,2018-12-11
249343,2018-12-11
249347,2018-12-11
249404,2018-12-12
248407,2018-12-12
240569,2018-12-12
249514,2018-12-12
249208,2018-12-12
247157,2018-12-12
249448,2018-12-12
244893,2018-12-12
246622,2018-12-12
249422,2018-12-12
249388,2018-12-12
249463,2018-12-12
249492,2018-12-12
249487,2018-12-12
248928,2018-12-12
249438,2018-12-12
246093,2018-12-12
249312,2018-12-12
244175,2018-12-12
249475,2018-12-12
248966,2018-12-12
249441,2018-12-12
249429,2018-12-12
249468,2018-12-12
249332,2018-12-12
247567,2018-12-12
249265,2018-12-12
249442,2018-12-12
249485,2018-12-12
249509,2018-12-12
246038,2018-12-13
249526,2018-12-13
249571,2018-12-13
249467,2018-12-13
249228,2018-12-13
249591,2018-12-13
249595,2018-12-13
249530,2018-12-13
242983,2018-12-13
249551,2018-12-13
249305,2018-12-13
249501,2018-12-13
249640,2018-12-14
249679,2018-12-14
249639,2018-12-14
249627,2018-12-14
249633,2018-12-14
249623,2018-12-14
249576,2018-12-14
249652,2018-12-14
249578,2018-12-14
249617,2018-12-14
249641,2018-12-14
249644,2018-12-15
249718,2018-12-15
249321,2018-12-15
249692,2018-12-15
249690,2018-12-15
249689,2018-12-15
249691,2018-12-15
249575,2018-12-16
249727,2018-12-16
238042,2018-12-16
247745,2018-12-16
249313,2018-12-16
232727,2018-12-16
249726,2018-12-16
246740,2018-12-17
244913,2018-12-17
249804,2018-12-17
249791,2018-12-17
249453,2018-12-17
242530,2018-12-17
249814,2018-12-17
249839,2018-12-17
249777,2018-12-17
249828,2018-12-17
249833,2018-12-17
249396,2018-12-17
249622,2018-12-17
249848,2018-12-17
249776,2018-12-17
249796,2018-12-17
249763,2018-12-17
249809,2018-12-17
249818,2018-12-17
249519,2018-12-17
249806,2018-12-17
242075,2018-12-17
249431,2018-12-17
249547,2018-12-17
249917,2018-12-18
249302,2018-12-18
249855,2018-12-18
249874,2018-12-18
249861,2018-12-18
249894,2018-12-18
249851,2018-12-18
249925,2018-12-18
249922,2018-12-18
248217,2018-12-18
249961,2018-12-19
248205,2018-12-19
249953,2018-12-19
249826,2018-12-19
249948,2018-12-19
249292,2018-12-19
249451,2018-12-19
231603,2018-12-19
249618,2018-12-19
249947,2018-12-19
249926,2018-12-19
250006,2018-12-19
246916,2018-12-19
249997,2018-12-19
250002,2018-12-19
250055,2018-12-20
249786,2018-12-20
250046,2018-12-20
249878,2018-12-21
250085,2018-12-21
250089,2018-12-21
238319,2018-12-21
250123,2018-12-22
250101,2018-12-22
244591,2018-12-22
249687,2018-12-22
241650,2018-12-22
249764,2018-12-23
249582,2018-12-23
245836,2018-12-24
250148,2018-12-24
250149,2018-12-24
250166,2018-12-24
250194,2018-12-25
250185,2018-12-25
250025,2018-12-25
250197,2018-12-26
250173,2018-12-26
250200,2018-12-26
249849,2018-12-26
250196,2018-12-26
249152,2018-12-27
247173,2018-12-27
250228,2018-12-27
250384,2018-12-27
247925,2018-12-27
250387,2018-12-27
249290,2018-12-27
250204,2018-12-27
242574,2018-12-27
250212,2018-12-27
250372,2018-12-27
242897,2018-12-27
247314,2018-12-27
247899,2018-12-27
246800,2018-12-27
250419,2018-12-28
245267,2018-12-28
250414,2018-12-28
250377,2018-12-28
250451,2018-12-29
250421,2018-12-29
250449,2018-12-29
250442,2018-12-29
247442,2018-12-29
250445,2018-12-29
250433,2018-12-30
250392,2018-12-30
248406,2018-12-30
249819,2018-12-30
249079,2018-12-30
246579,2018-12-30
246512,2018-12-31
241839,2018-12-31
245223,2018-12-31
230611,2018-12-31
249774,2019-01-01
243954,2019-01-01
250522,2019-01-01
250532,2019-01-01
250493,2019-01-01
249307,2019-01-01
246002,2019-01-01
250556,2019-01-02
250541,2019-01-02
250511,2019-01-02
250474,2019-01-02
250489,2019-01-02
250574,2019-01-02
250547,2019-01-02
250565,2019-01-02
250551,2019-01-02
250625,2019-01-03
250620,2019-01-03
249508,2019-01-03
250594,2019-01-03
250621,2019-01-03
250590,2019-01-03
250422,2019-01-03
248167,2019-01-04
250417,2019-01-04
250662,2019-01-04
249853,2019-01-04
250676,2019-01-04
250690,2019-01-04
250648,2019-01-04
250492,2019-01-05
248328,2019-01-05
249936,2019-01-06
245784,2019-01-06
250649,2019-01-06
250543,2019-01-06
235114,2019-01-06
250918,2019-01-07
250973,2019-01-07
250858,2019-01-07
250930,2019-01-07
241743,2019-01-07
250886,2019-01-07
250840,2019-01-07
250854,2019-01-07
250937,2019-01-07
250819,2019-01-07
250862,2019-01-07
250900,2019-01-07
250894,2019-01-07
250911,2019-01-07
250882,2019-01-07
250849,2019-01-07
250631,2019-01-07
247393,2019-01-07
250567,2019-01-07
247491,2019-01-07
250941,2019-01-07
250917,2019-01-07
250888,2019-01-07
250852,2019-01-07
250931,2019-01-07
250820,2019-01-07
250694,2019-01-07
247283,2019-01-07
250933,2019-01-07
250906,2019-01-07
250887,2019-01-07
249557,2019-01-07
250891,2019-01-07
250970,2019-01-07
249232,2019-01-07
251016,2019-01-08
250889,2019-01-08
245512,2019-01-08
250994,2019-01-08
250905,2019-01-08
250884,2019-01-08
247228,2019-01-08
251080,2019-01-08
251075,2019-01-08
250550,2019-01-08
251060,2019-01-08
250960,2019-01-08
251044,2019-01-08
250980,2019-01-08
251001,2019-01-08
251029,2019-01-08
251026,2019-01-08
251040,2019-01-08
251064,2019-01-08
251113,2019-01-09
251160,2019-01-09
250939,2019-01-09
251089,2019-01-09
251141,2019-01-09
251109,2019-01-09
251125,2019-01-09
251120,2019-01-09
251081,2019-01-09
251088,2019-01-09
251163,2019-01-09
251178,2019-01-10
247193,2019-01-10
251171,2019-01-10
249875,2019-01-10
250927,2019-01-10
250570,2019-01-10
251219,2019-01-10
248739,2019-01-10
245059,2019-01-10
242931,2019-01-10
251266,2019-01-11
251023,2019-01-11
250083,2019-01-11
248430,2019-01-11
251255,2019-01-11
250823,2019-01-11
249344,2019-01-11
248448,2019-01-11
251062,2019-01-11
249471,2019-01-11
251004,2019-01-11
251181,2019-01-11
251271,2019-01-12
250817,2019-01-12
250873,2019-01-12
251105,2019-01-12
251330,2019-01-13
251194,2019-01-13
247485,2019-01-13
251326,2019-01-13
251308,2019-01-13
250897,2019-01-13
251311,2019-01-13
249951,2019-01-13
251320,2019-01-13
251295,2019-01-13
250856,2019-01-13
250879,2019-01-14
251349,2019-01-14
251372,2019-01-14
251036,2019-01-14
242081,2019-01-14
249858,2019-01-14
251365,2019-01-14
251340,2019-01-14
251377,2019-01-14
251363,2019-01-14
251360,2019-01-14
250386,2019-01-14
251378,2019-01-14
251351,2019-01-14
251343,2019-01-14
251387,2019-01-14
251404,2019-01-14
251371,2019-01-14
238834,2019-01-14
251319,2019-01-14
233351,2019-01-14
251390,2019-01-14
251246,2019-01-15
251373,2019-01-15
246486,2019-01-15
249546,2019-01-15
251458,2019-01-15
251450,2019-01-15
251054,2019-01-15
251174,2019-01-15
251427,2019-01-15
251438,2019-01-15
251442,2019-01-15
251848,2019-01-15
236318,2019-01-15
251439,2019-01-15
240102,2019-01-15
251284,2019-01-15
251413,2019-01-15
250198,2019-01-15
251843,2019-01-15
251417,2019-01-15
251963,2019-01-16
251994,2019-01-16
252015,2019-01-16
246404,2019-01-16
251449,2019-01-16
247763,2019-01-16
252012,2019-01-16
251143,2019-01-16
248989,2019-01-16
251379,2019-01-16
251855,2019-01-16
251990,2019-01-16
252003,2019-01-16
252007,2019-01-16
249793,2019-01-16
251978,2019-01-16
251865,2019-01-16
250709,2019-01-16
251955,2019-01-16
251991,2019-01-16
252027,2019-01-16
251863,2019-01-16
251982,2019-01-16
252093,2019-01-17
252046,2019-01-17
252090,2019-01-17
252073,2019-01-17
252067,2019-01-17
250954,2019-01-17
252047,2019-01-17
252085,2019-01-17
251138,2019-01-17
252079,2019-01-17
245269,2019-01-17
252049,2019-01-17
252036,2019-01-17
252051,2019-01-17
252014,2019-01-17
251421,2019-01-17
252083,2019-01-17
252078,2019-01-17
251969,2019-01-18
252135,2019-01-18
252171,2019-01-18
252102,2019-01-18
252169,2019-01-18
252173,2019-01-18
251126,2019-01-18
252186,2019-01-19
251947,2019-01-19
252082,2019-01-19
252218,2019-01-20
252244,2019-01-20
252220,2019-01-20
252072,2019-01-20
249924,2019-01-20
247937,2019-01-20
252194,2019-01-20
252224,2019-01-20
248914,2019-01-20
252228,2019-01-20
252259,2019-01-21
252254,2019-01-21
251190,2019-01-21
252267,2019-01-21
252269,2019-01-21
252037,2019-01-21
252260,2019-01-21
252247,2019-01-21
252361,2019-01-22
252327,2019-01-22
252338,2019-01-22
252341,2019-01-22
252318,2019-01-22
252343,2019-01-22
252305,2019-01-22
252356,2019-01-22
250539,2019-01-22
238356,2019-01-22
249654,2019-01-22
252351,2019-01-22
252330,2019-01-22
252364,2019-01-22
252117,2019-01-22
252331,2019-01-22
252337,2019-01-22
252300,2019-01-22
252320,2019-01-22
244640,2019-01-22
252390,2019-01-23
252442,2019-01-23
252436,2019-01-23
252414,2019-01-23
252313,2019-01-23
251059,2019-01-23
247999,2019-01-23
252262,2019-01-23
252450,2019-01-23
250596,2019-01-23
252408,2019-01-23
252420,2019-01-23
252449,2019-01-23
252412,2019-01-23
252382,2019-01-23
252407,2019-01-23
252421,2019-01-23
252454,2019-01-23
252395,2019-01-23
252381,2019-01-23
252429,2019-01-23
252465,2019-01-23
252455,2019-01-23
252409,2019-01-23
251222,2019-01-23
252428,2019-01-23
251971,2019-01-23
250936,2019-01-24
252453,2019-01-24
252520,2019-01-24
252402,2019-01-24
248842,2019-01-24
241649,2019-01-24
252532,2019-01-24
252528,2019-01-24
252497,2019-01-24
252424,2019-01-24
252492,2019-01-24
249887,2019-01-24
252525,2019-01-24
200253,2019-01-24
252503,2019-01-24
249688,2019-01-24
252538,2019-01-24
252365,2019-01-24
252481,2019-01-24
244894,2019-01-24
252555,2019-01-25
252530,2019-01-25
252546,2019-01-25
252568,2019-01-25
252406,2019-01-25
252606,2019-01-25
252473,2019-01-25
252602,2019-01-25
252562,2019-01-25
252596,2019-01-25
252550,2019-01-25
252566,2019-01-25
245572,2019-01-25
252515,2019-01-25
250843,2019-01-25
252569,2019-01-25
242643,2019-01-25
238677,2019-01-26
252625,2019-01-26
252478,2019-01-26
252632,2019-01-26
252076,2019-01-26
251164,2019-01-26
252621,2019-01-26
252570,2019-01-26
252385,2019-01-26
252644,2019-01-27
252639,2019-01-27
252645,2019-01-27
252648,2019-01-27
252654,2019-01-27
252673,2019-01-27
252653,2019-01-27
251435,2019-01-27
252303,2019-01-27
252668,2019-01-27
252261,2019-01-28
250448,2019-01-28
248924,2019-01-28
252699,2019-01-28
252728,2019-01-28
252702,2019-01-28
252713,2019-01-28
252684,2019-01-28
252694,2019-01-28
252731,2019-01-28
252738,2019-01-28
252698,2019-01-28
235092,2019-01-28
252635,2019-01-28
252517,2019-01-28
252709,2019-01-28
237298,2019-01-28
252727,2019-01-28
240932,2019-01-28
252691,2019-01-28
251429,2019-01-28
252712,2019-01-28
250605,2019-01-28
252710,2019-01-28
252723,2019-01-28
252672,2019-01-29
252767,2019-01-29
252685,2019-01-29
252769,2019-01-29
252764,2019-01-29
252735,2019-01-29
252788,2019-01-29
252743,2019-01-29
252720,2019-01-29
252771,2019-01-29
252749,2019-01-29
252755,2019-01-29
252758,2019-01-29
247087,2019-01-29
233282,2019-01-29
252781,2019-01-29
232873,2019-01-29
252564,2019-01-29
252500,2019-01-29
252798,2019-01-30
252814,2019-01-30
252833,2019-01-30
252818,2019-01-30
252813,2019-01-30
252811,2019-01-30
252809,2019-01-30
251453,2019-01-30
252828,2019-01-30
247186,2019-01-30
251389,2019-01-30
252762,2019-01-30
246518,2019-01-30
252775,2019-01-30
252790,2019-01-30
252824,2019-01-30
252676,2019-01-30
252838,2019-01-30
252869,2019-01-31
252129,2019-01-31
252882,2019-01-31
252854,2019-01-31
252873,2019-01-31
252879,2019-01-31
252849,2019-01-31
252870,2019-01-31
252881,2019-01-31
252030,2019-01-31
252641,2019-02-01
252932,2019-02-01
251152,2019-02-01
252893,2019-02-01
252784,2019-02-01
252674,2019-02-01
252907,2019-02-01
252904,2019-02-01
252793,2019-02-01
248381,2019-02-01
249258,2019-02-01
252866,2019-02-01
252867,2019-02-01
252898,2019-02-01
252927,2019-02-01
252883,2019-02-01
252897,2019-02-01
252799,2019-02-01
252913,2019-02-01
252916,2019-02-01
252939,2019-02-01
252925,2019-02-01
252937,2019-02-01
246226,2019-02-02
252965,2019-02-02
252912,2019-02-02
252592,2019-02-02
252640,2019-02-02
252842,2019-02-02
252952,2019-02-02
252938,2019-02-02
252846,2019-02-03
252977,2019-02-03
252984,2019-02-03
252999,2019-02-03
252747,2019-02-03
252251,2019-02-03
246570,2019-02-03
252993,2019-02-03
247615,2019-02-03
252994,2019-02-03
253152,2019-02-04
253019,2019-02-04
253048,2019-02-04
253014,2019-02-04
253034,2019-02-04
253020,2019-02-04
253041,2019-02-04
253033,2019-02-04
252837,2019-02-04
253154,2019-02-04
253056,2019-02-04
253182,2019-02-05
253176,2019-02-05
253239,2019-02-05
230320,2019-02-05
253193,2019-02-05
247496,2019-02-05
253026,2019-02-05
253175,2019-02-05
253184,2019-02-05
253178,2019-02-05
252946,2019-02-05
253200,2019-02-05
253198,2019-02-05
253234,2019-02-05
253203,2019-02-05
253177,2019-02-05
253209,2019-02-05
253231,2019-02-05
253058,2019-02-05
253224,2019-02-05
253172,2019-02-05
253213,2019-02-05
253185,2019-02-05
253194,2019-02-05
249869,2019-02-05
253214,2019-02-05
253186,2019-02-05
253228,2019-02-05
253268,2019-02-06
253294,2019-02-06
253286,2019-02-06
251043,2019-02-06
253301,2019-02-06
253335,2019-02-06
253206,2019-02-06
253272,2019-02-06
252845,2019-02-06
251203,2019-02-06
253318,2019-02-06
253262,2019-02-06
247764,2019-02-06
253310,2019-02-06
253320,2019-02-06
253265,2019-02-06
253302,2019-02-06
253280,2019-02-06
253317,2019-02-06
253258,2019-02-06
253266,2019-02-06
253276,2019-02-06
253183,2019-02-06
253252,2019-02-06
252905,2019-02-06
246805,2019-02-06
251348,2019-02-06
253255,2019-02-06
253273,2019-02-06
233146,2019-02-06
253343,2019-02-06
242733,2019-02-06
253332,2019-02-06
253267,2019-02-06
251033,2019-02-06
253260,2019-02-06
253351,2019-02-07
253367,2019-02-07
246059,2019-02-07
253344,2019-02-07
253173,2019-02-07
253233,2019-02-07
253226,2019-02-07
250904,2019-02-07
253331,2019-02-07
253379,2019-02-07
253287,2019-02-07
253388,2019-02-07
253413,2019-02-07
253377,2019-02-07
253378,2019-02-07
253391,2019-02-07
253358,2019-02-07
253352,2019-02-07
245479,2019-02-07
253371,2019-02-07
253372,2019-02-07
253406,2019-02-07
253402,2019-02-07
253403,2019-02-07
253202,2019-02-07
250063,2019-02-08
253466,2019-02-08
253271,2019-02-08
253326,2019-02-08
253452,2019-02-08
253457,2019-02-08
253463,2019-02-08
253442,2019-02-08
253385,2019-02-08
253465,2019-02-08
253304,2019-02-08
253030,2019-02-08
253450,2019-02-08
253346,2019-02-08
253446,2019-02-08
253421,2019-02-08
253311,2019-02-08
252656,2019-02-08
253477,2019-02-09
242616,2019-02-09
247246,2019-02-09
252831,2019-02-09
253495,2019-02-09
253482,2019-02-09
253478,2019-02-09
253453,2019-02-09
245920,2019-02-09
253507,2019-02-10
253550,2019-02-10
253350,2019-02-10
253288,2019-02-10
253514,2019-02-10
253519,2019-02-10
253532,2019-02-10
253447,2019-02-10
253526,2019-02-10
253438,2019-02-10
253516,2019-02-10
253229,2019-02-10
253535,2019-02-10
252438,2019-02-10
248344,2019-02-10
253575,2019-02-11
253573,2019-02-11
253554,2019-02-11
252931,2019-02-11
247859,2019-02-11
253395,2019-02-11
253560,2019-02-11
253574,2019-02-11
253566,2019-02-11
249114,2019-02-11
253393,2019-02-11
